기간	자치구	동	구분	계	0~4세	5~9세	10~14세	15~19세	20~24세	25~29세	30~34세	35~39세	40~44세	45~49세	50~54세	55~59세	60~64세	65~69세	70~74세	75~79세	80~84세	85~89세	90~94세	95~99세	100세 이상+
2020.2/4	노원구	상계1동	한국인	39,598	1,114	1,395	1,504	1,939	2,722	2,743	2,343	2,699	2,543	3,309	3,566	3,565	3,485	2,316	1,583	1,299	837	380	157	51	48
2020.2/4	노원구	상계1동	외국인	164	3	-	1	4	11	20	25	17	20	11	16	11	10	6	4	3	1	-	1	-	-
2020.2/4	노원구	상계2동	계	20,997	440	612	780	1,183	1,691	1,690	1,201	1,236	1,347	1,912	2,075	1,938	1,681	1,117	780	659	382	174	69	19	11
2020.2/4	노원구	상계2동	한국인	20,831	439	609	778	1,182	1,670	1,668	1,182	1,211	1,332	1,896	2,054	1,923	1,677	1,117	780	658	382	174	69	19	11
2020.2/4	노원구	상계2동	외국인	166	1	3	2	1	21	22	19	25	15	16	21	15	4	-	-	1	-	-	-	-	-
2020.2/4	노원구	상계5동	계	25,028	476	709	873	1,277	1,712	1,779	1,327	1,438	1,535	2,294	2,350	2,238	2,098	1,524	1,255	1,048	605	319	118	25	28
2020.2/4	노원구	상계5동	한국인	24,893	470	705	867	1,277	1,702	1,768	1,310	1,418	1,525	2,284	2,338	2,218	2,090	1,523	1,255	1,048	605	319	118	25	28
2020.2/4	노원구	상계5동	외국인	135	6	4	6	-	10	11	17	20	10	10	12	20	8	1	-	-	-	-	-	-	-
2020.2/4	노원구	상계8동	계	23,506	1,399	1,200	1,022	1,169	1,231	1,500	2,294	2,616	2,075	1,945	1,695	1,367	1,245	969	692	475	346	183	64	15	4
2020.2/4	노원구	상계8동	한국인	23,455	1,399	1,200	1,021	1,169	1,228	1,497	2,286	2,604	2,071	1,938	1,691	1,363	1,242	967	692	475	346	183	64	15	4
2020.2/4	노원구	상계8동	외국인	51	-	-	1	-	3	3	8	12	4	7	4	4	3	2	-	-	-	-	-	-	-
2020.2/4	노원구	상계9동	계	21,618	662	862	978	1,270	1,435	1,318	1,333	1,594	1,640	2,040	2,000	1,644	1,583	1,148	800	560	436	211	80	21	3
2020.2/4	노원구	상계9동	한국인	21,530	660	858	978	1,269	1,432	1,310	1,315	1,583	1,629	2,032	1,994	1,635	1,579	1,147	799	560	435	211	80	21	3
2020.2/4	노원구	상계9동	외국인	88	2	4	-	1	3	8	18	11	11	8	6	9	4	1	1	-	1	-	-	-	-
2020.2/4	노원구	상계10동	계	16,402	494	539	588	847	1,172	1,246	1,249	1,283	1,130	1,463	1,582	1,337	1,227	823	525	360	298	163	60	12	4
2020.2/4	노원구	상계10동	한국인	16,342	492	536	588	845	1,168	1,236	1,239	1,276	1,125	1,458	1,576	1,333	1,225	823	525	360	298	163	60	12	4
2020.2/4	노원구	상계10동	외국인	60	2	3	-	2	4	10	10	7	5	5	6	4	2	-	-	-	-	-	-	-	-
2020.2/4	노원구	상계3.4동	계	27,455	599	894	897	1,289	1,652	1,648	1,406	1,664	1,789	2,330	2,437	2,485	2,458	1,798	1,463	1,318	830	334	98	38	28
2020.2/4	노원구	상계3.4동	한국인	27,343	599	890	897	1,289	1,648	1,637	1,392	1,653	1,781	2,314	2,420	2,470	2,448	1,798	1,462	1,318	830	333	98	38	28
2020.2/4	노원구	상계3.4동	외국인	112	-	4	-	-	4	11	14	11	8	16	17	15	10	-	1	-	-	1	-	-	-
2020.2/4	노원구	상계6.7동	계	34,151	1,216	1,465	1,469	1,694	2,271	2,488	2,364	2,696	2,612	3,171	2,994	2,669	2,286	1,603	1,115	868	627	358	144	35	6
2020.2/4	노원구	상계6.7동	한국인	34,004	1,210	1,462	1,468	1,694	2,258	2,465	2,334	2,677	2,596	3,162	2,984	2,659	2,283	1,600	1,115	868	627	358	144	35	5
2020.2/4	노원구	상계6.7동	외국인	147	6	3	1	-	13	23	30	19	16	9	10	10	3	3	-	-	-	-	-	-	1
2020.2/4	노원구	중계2.3동	계	36,153	950	1,287	1,381	1,960	2,333	2,108	2,038	2,436	2,694	3,407	2,990	2,753	2,700	2,094	1,778	1,518	989	506	182	34	15
2020.2/4	노원구	중계2.3동	한국인	36,023	948	1,287	1,380	1,959	2,325	2,095	2,022	2,419	2,678	3,391	2,972	2,743	2,692	2,092	1,778	1,516	989	506	182	34	15
2020.2/4	노원구	중계2.3동	외국인	130	2	-	1	1	8	13	16	17	16	16	18	10	8	2	-	2	-	-	-	-	-
2020.2/4	노원구	공릉1동	계	38,731	1,010	1,246	1,229	1,648	3,618	3,530	2,707	2,942	2,679	2,936	2,980	2,962	3,068	2,294	1,502	1,197	679	335	118	35	16
2020.2/4	노원구	공릉1동	한국인	38,082	999	1,241	1,227	1,607	3,396	3,400	2,642	2,900	2,651	2,914	2,955	2,933	3,048	2,287	1,502	1,197	679	335	118	35	16
2020.2/4	노원구	공릉1동	외국인	649	11	5	2	41	222	130	65	42	28	22	25	29	20	7	-	-	-	-	-	-	-
2020.2/4	은평구	소계	계	483,938	13,701	17,293	18,083	21,632	30,115	37,179	32,918	37,322	36,167	41,990	39,639	38,263	36,364	26,665	21,608	17,249	10,729	4,532	1,629	446	414
2020.2/4	은평구	소계	한국인	479,524	13,579	17,193	18,008	21,493	29,812	36,665	32,297	36,816	35,775	41,616	39,246	37,828	36,116	26,569	21,569	17,221	10,712	4,523	1,626	446	414
2020.2/4	은평구	소계	외국인	4,414	122	100	75	139	303	514	621	506	392	374	393	435	248	96	39	28	17	9	3	-	-
2020.2/4	은평구	녹번동	계	38,145	1,286	1,338	1,063	1,388	2,211	2,939	2,984	3,321	2,823	3,100	3,027	3,031	2,853	2,175	1,769	1,417	854	365	138	40	23
2020.2/4	은평구	녹번동	한국인	37,680	1,273	1,328	1,056	1,384	2,184	2,882	2,911	3,272	2,792	3,064	2,974	2,988	2,826	2,153	1,764	1,414	852	363	137	40	23
2020.2/4	은평구	녹번동	외국인	465	13	10	7	4	27	57	73	49	31	36	53	43	27	22	5	3	2	2	1	-	-
2020.2/4	은평구	불광1동	계	40,422	1,162	1,370	1,213	1,565	2,450	3,055	2,700	2,960	2,970	3,318	3,408	3,445	3,211	2,300	1,925	1,610	1,030	503	159	35	33
2020.2/4	은평구	불광1동	한국인	40,123	1,154	1,364	1,209	1,563	2,432	3,030	2,661	2,922	2,937	3,298	3,376	3,405	3,193	2,289	1,923	1,608	1,030	502	159	35	33
2020.2/4	은평구	불광1동	외국인	299	8	6	4	2	18	25	39	38	33	20	32	40	18	11	2	2	-	1	-	-	-
2020.2/4	은평구	갈현1동	계	23,952	464	600	692	1,039	1,688	2,156	1,677	1,592	1,533	2,019	2,006	2,095	2,015	1,421	1,225	919	500	191	83	23	14
2020.2/4	은평구	갈현1동	한국인	23,720	461	597	691	1,034	1,674	2,128	1,639	1,565	1,505	1,997	1,986	2,067	2,005	1,420	1,222	919	500	191	82	23	14
2020.2/4	은평구	갈현1동	외국인	232	3	3	1	5	14	28	38	27	28	22	20	28	10	1	3	-	-	-	1	-	-
2020.2/4	은평구	갈현2동	계	29,710	769	965	1,072	1,553	2,093	2,375	1,935	2,219	2,200	2,655	2,556	2,370	2,145	1,519	1,294	975	644	237	102	13	19
2020.2/4	은평구	갈현2동	한국인	29,334	760	955	1,056	1,471	2,079	2,343	1,902	2,191	2,172	2,632	2,525	2,330	2,128	1,512	1,292	974	642	236	102	13	19
2020.2/4	은평구	갈현2동	외국인	376	9	10	16	82	14	32	33	28	28	23	31	40	17	7	2	1	2	1	-	-	-
2020.2/4	은평구	구산동	계	33,429	835	1,139	1,274	1,650	2,167	2,353	1,938	2,372	2,289	3,017	2,897	2,853	2,626	1,958	1,590	1,181	788	320	124	38	20
2020.2/4	은평구	구산동	한국인	33,182	827	1,126	1,273	1,645	2,152	2,322	1,899	2,342	2,270	2,997	2,878	2,830	2,609	1,954	1,590	1,179	787	320	124	38	20
2020.2/4	은평구	구산동	외국인	247	8	13	1	5	15	31	39	30	19	20	19	23	17	4	-	2	1	-	-	-	-
2020.2/4	은평구	대조동	계	27,740	563	709	764	1,000	1,957	2,864	2,271	2,099	2,019	2,242	2,157	2,106	2,045	1,490	1,288	1,080	704	250	87	23	22
2020.2/4	은평구	대조동	한국인	27,368	551	700	758	1,000	1,926	2,814	2,213	2,055	1,992	2,217	2,123	2,068	2,020	1,482	1,286	1,078	703	250	87	23	22
2020.2/4	은평구	대조동	외국인	372	12	9	6	-	31	50	58	44	27	25	34	38	25	8	2	2	1	-	-	-	-
2020.2/4	은평구	응암1동	계	28,510	954	1,099	1,158	1,394	1,641	2,141	2,160	2,422	2,387	2,530	2,216	2,051	1,924	1,394	1,176	911	599	221	92	30	10
2020.2/4	은평구	응암1동	한국인	28,210	943	1,094	1,156	1,392	1,617	2,094	2,112	2,388	2,357	2,507	2,199	2,021	1,904	1,391	1,174	909	599	221	92	30	10
2020.2/4	은평구	응암1동	외국인	300	11	5	2	2	24	47	48	34	30	23	17	30	20	3	2	2	-	-	-	-	-
2020.2/4	은평구	응암2동	계	27,621	1,610	1,643	1,165	1,144	1,341	1,455	2,082	3,118	2,700	2,484	1,955	1,639	1,629	1,194	934	756	437	223	70	22	20
2020.2/4	은평구	응암2동	한국인	27,398	1,606	1,639	1,160	1,136	1,328	1,439	2,051	3,083	2,669	2,465	1,937	1,623	1,621	1,188	930	755	434	222	70	22	20
2020.2/4	은평구	응암2동	외국인	223	4	4	5	8	13	16	31	35	31	19	18	16	8	6	4	1	3	1	-	-	-
2020.2/4	은평구	신사1동	계	28,140	821	893	941	1,241	1,774	2,271	1,988	2,268	1,990	2,344	2,321	2,278	2,255	1,546	1,254	1,003	594	246	83	19	10
2020.2/4	은평구	신사1동	한국인	27,907	816	888	938	1,239	1,768	2,228	1,951	2,244	1,970	2,322	2,295	2,260	2,241	1,542	1,251	1,003	594	246	82	19	10
2020.2/4	은평구	신사1동	외국인	233	5	5	3	2	6	43	37	24	20	22	26	18	14	4	3	-	-	-	1	-	-
2020.2/4	은평구	신사2동	계	21,388	535	656	784	985	1,362	1,678	1,352	1,566	1,499	1,822	1,794	1,795	1,777	1,328	958	718	467	209	68	23	12
2020.2/4	은평구	신사2동	한국인	21,250	529	655	779	983	1,353	1,654	1,335	1,554	1,487	1,805	1,783	1,787	1,769	1,325	957	717	466	209	68	23	12
2020.2/4	은평구	신사2동	외국인	138	6	1	5	2	9	24	17	12	12	17	11	8	8	3	1	1	1	-	-	-	-
2020.2/4	은평구	증산동	계	15,820	355	439	575	709	967	1,180	1,035	1,083	1,018	1,315	1,310	1,381	1,387	1,013	804	642	365	161	58	14	9
2020.2/4	은평구	증산동	한국인	15,678	350	435	571	708	946	1,161	1,017	1,067	1,010	1,306	1,300	1,365	1,383	1,011	801	641	365	160	58	14	9
2020.2/4	은평구	증산동	외국인	142	5	4	4	1	21	19	18	16	8	9	10	16	4	2	3	1	-	1	-	-	-
2020.2/4	은평구	수색동	계	8,722	236	222	225	336	519	670	545	645	483	656	777	824	826	592	432	349	217	120	35	8	5
2020.2/4	은평구	수색동	한국인	8,657	234	220	222	334	513	666	539	634	478	654	772	821	821	587	430	349	216	119	35	8	5
2020.2/4	은평구	수색동	외국인	65	2	2	3	2	6	4	6	11	5	2	5	3	5	5	2	-	1	1	-	-	-
2020.2/4	은평구	진관동	계	57,750	1,745	3,286	4,080	3,380	3,362	3,849	3,291	3,954	5,118	5,876	4,571	3,827	3,581	2,553	1,954	1,466	985	459	199	53	161
2020.2/4	은평구	진관동	한국인	57,510	1,743	3,283	4,079	3,379	3,353	3,816	3,254	3,916	5,085	5,852	4,554	3,800	3,577	2,547	1,953	1,464	984	458	199	53	161
2020.2/4	은평구	진관동	외국인	240	2	3	1	1	9	33	37	38	33	24	17	27	4	6	1	2	1	1	-	-	-
2020.2/4	은평구	불광2동	계	29,069	598	652	766	1,154	1,898	2,490	2,047	1,994	1,831	2,336	2,497	2,579	2,458	1,846	1,476	1,279	745	281	101	29	12
2020.2/4	은평구	불광2동	한국인	28,764	585	647	763	1,153	1,881	2,459	2,007	1,962	1,806	2,302	2,465	2,538	2,441	1,840	1,472	1,277	744	280	101	29	12
2020.2/4	은평구	불광2동	외국인	305	13	5	3	1	17	31	40	32	25	34	32	41	17	6	4	2	1	1	-	-	-
2020.2/4	은평구	응암3동	계	25,802	486	579	664	1,062	1,636	2,087	1,704	1,805	1,600	2,168	2,120	2,255	2,113	1,636	1,404	1,232	768	333	99	32	19
2020.2/4	은평구	응암3동	한국인	25,435	476	571	655	1,043	1,581	2,050	1,663	1,775	1,575	2,126	2,092	2,221	2,094	1,633	1,400	1,230	767	333	99	32	19
2020.2/4	은평구	응암3동	외국인	367	10	8	9	19	55	37	41	30	25	42	28	34	19	3	4	2	1	-	-	-	-
2020.2/4	은평구	역촌동	계	47,718	1,282	1,703	1,647	2,032	3,049	3,616	3,209	3,904	3,707	4,108	4,027	3,734	3,519	2,700	2,125	1,711	1,032	413	131	44	25
2020.2/4	은평구	역촌동	한국인	47,308	1,271	1,691	1,642	2,029	3,025	3,579	3,143	3,846	3,670	4,072	3,987	3,704	3,484	2,695	2,124	1,704	1,029	413	131	44	25
2020.2/4	은평구	역촌동	외국인	410	11	12	5	3	24	37	66	58	37	36	40	30	35	5	1	7	3	-	-	-	-
2020.2/4	서대문구	소계	계	324,224	9,461	11,344	11,059	13,871	26,443	29,591	23,045	24,045	22,628	26,416	25,920	24,576	22,357	15,963	13,290	11,312	7,643	3,372	1,246	357	285
2020.2/4	서대문구	소계	한국인	312,720	9,352	11,174	10,885	13,416	23,011	27,151	21,898	23,326	22,094	25,887	25,476	24,068	21,974	15,761	13,171	11,247	7,600	3,349	1,242	354	284
2020.2/4	서대문구	소계	외국인	11,504	109	170	174	455	3,432	2,440	1,147	719	534	529	444	508	383	202	119	65	43	23	4	3	1
2020.2/4	서대문구	천연동	계	18,469	669	684	745	819	1,122	1,248	1,157	1,393	1,307	1,656	1,578	1,507	1,263	922	781	704	545	228	84	27	30
2020.2/4	서대문구	천연동	한국인	18,192	664	676	737	812	1,087	1,204	1,129	1,362	1,288	1,639	1,559	1,480	1,246	917	777	703	544	228	83	27	30
2020.2/4	서대문구	천연동	외국인	277	5	8	8	7	35	44	28	31	19	17	19	27	17	5	4	1	1	-	1	-	-
2020.2/4	서대문구	홍제1동	계	24,811	775	865	848	1,146	1,526	1,686	1,690	1,896	1,742	2,154	2,082	2,075	1,913	1,347	1,089	938	634	265	107	21	12
2020.2/4	서대문구	홍제1동	한국인	24,525	773	860	846	1,135	1,500	1,655	1,657	1,866	1,723	2,135	2,062	2,040	1,883	1,337	1,087	931	633	263	106	21	12
2020.2/4	서대문구	홍제1동	외국인	286	2	5	2	11	26	31	33	30	19	19	20	35	30	10	2	7	1	2	1	-	-
2020.2/4	서대문구	홍제3동	계	16,155	388	411	457	721	1,087	1,130	1,038	1,009	939	1,351	1,438	1,339	1,345	983	850	760	571	228	72	18	20
2020.2/4	서대문구	홍제3동	한국인	15,973	388	410	454	720	1,068	1,105	1,014	993	924	1,334	1,429	1,311	1,328	976	850	760	571	228	72	18	20
2020.2/4	서대문구	홍제3동	외국인	182	-	1	3	1	19	25	24	16	15	17	9	28	17	7	-	-	-	-	-	-	-
2020.2/4	서대문구	홍제2동	계	14,520	381	487	502	644	885	1,031	1,014	958	928	1,227	1,314	1,313	1,170	767	695	570	390	157	64	19	4
2020.2/4	서대문구	홍제2동	한국인	14,403	380	486	500	640	876	1,013	1,000	944	921	1,215	1,304	1,304	1,165	763	693	569	388	155	64	19	4
2020.2/4	서대문구	홍제2동	외국인	117	1	1	2	4	9	18	14	14	7	12	10	9	5	4	2	1	2	2	-	-	-
2020.2/4	서대문구	홍은1동	계	23,266	685	802	776	1,082	1,546	1,512	1,371	1,620	1,506	1,955	2,070	2,025	1,864	1,357	1,064	937	646	287	111	31	19
2020.2/4	서대문구	홍은1동	한국인	23,002	684	798	773	1,074	1,495	1,467	1,339	1,591	1,498	1,947	2,051	2,002	1,849	1,354	1,058	932	645	284	111	31	19
2020.2/4	서대문구	홍은1동	외국인	264	1	4	3	8	51	45	32	29	8	8	19	23	15	3	6	5	1	3	-	-	-
2020.2/4	서대문구	홍은2동	계	27,982	605	817	955	1,354	2,210	2,315	1,836	1,851	1,789	2,415	2,433	2,247	2,176	1,529	1,227	1,009	702	345	107	39	21
2020.2/4	서대문구	홍은2동	한국인	27,252	593	801	941	1,310	2,033	2,195	1,779	1,795	1,759	2,366	2,393	2,199	2,150	1,510	1,216	1,006	698	341	107	39	21
2020.2/4	서대문구	홍은2동	외국인	730	12	16	14	44	177	120	57	56	30	49	40	48	26	19	11	3	4	4	-	-	-
2020.2/4	서대문구	남가좌1동	계	16,371	841	1,371	839	633	789	914	949	1,677	1,672	1,441	1,145	1,060	917	659	551	422	293	132	41	10	15
2020.2/4	서대문구	남가좌1동	한국인	16,091	835	1,356	827	624	735	889	926	1,653	1,645	1,421	1,127	1,047	904	645	548	419	293	131	41	10	15
2020.2/4	서대문구	남가좌1동	외국인	280	6	15	12	9	54	25	23	24	27	20	18	13	13	14	3	3	-	1	-	-	-
2020.2/4	서대문구	남가좌2동	계	30,727	1,267	1,464	1,101	1,409	2,442	2,326	2,105	2,617	2,411	2,574	2,378	2,081	1,866	1,406	1,179	995	660	274	108	41	23
2020.2/4	서대문구	남가좌2동	한국인	29,895	1,262	1,458	1,096	1,346	2,124	2,155	2,041	2,579	2,388	2,541	2,351	2,042	1,847	1,398	1,173	990	659	273	108	41	23
2020.2/4	서대문구	남가좌2동	외국인	832	5	6	5	63	318	171	64	38	23	33	27	39	19	8	6	5	1	1	-	-	-
2020.2/4	서대문구	북가좌1동	계	18,809	686	813	1,048	927	1,073	1,141	1,158	1,407	1,589	1,777	1,560	1,459	1,263	905	765	599	373	176	60	20	10
2020.2/4	서대문구	북가좌1동	한국인	18,668	681	808	1,048	926	1,064	1,131	1,136	1,390	1,571	1,760	1,543	1,453	1,257	902	763	597	373	176	60	19	10
2020.2/4	서대문구	북가좌1동	외국인	141	5	5	-	1	9	10	22	17	18	17	17	6	6	3	2	2	-	-	-	1	-
2020.2/4	서대문구	북가좌2동	계	33,432	755	1,028	1,058	1,503	2,258	2,743	2,160	2,390	2,370	2,833	2,790	2,786	2,608	1,953	1,635	1,305	786	323	113	25	10
2020.2/4	서대문구	북가좌2동	한국인	33,061	751	1,025	1,051	1,490	2,213	2,700	2,111	2,345	2,333	2,809	2,769	2,761	2,581	1,935	1,629	1,304	785	322	113	24	10
2020.2/4	서대문구	북가좌2동	외국인	371	4	3	7	13	45	43	49	45	37	24	21	25	27	18	6	1	1	1	-	1	-
2020.2/4	서대문구	충현동	계	18,298	359	423	524	690	1,354	1,889	1,422	1,261	1,243	1,383	1,569	1,510	1,469	962	776	623	449	228	91	35	38
2020.2/4	서대문구	충현동	한국인	17,859	350	414	516	683	1,278	1,841	1,355	1,207	1,203	1,357	1,537	1,476	1,450	954	775	623	449	227	91	35	38
2020.2/4	서대문구	충현동	외국인	439	9	9	8	7	76	48	67	54	40	26	32	34	19	8	1	-	-	1	-	-	-
2020.2/4	서대문구	북아현동	계	17,389	754	756	523	626	1,166	1,381	1,428	1,633	1,403	1,422	1,489	1,399	1,079	735	541	509	307	137	59	14	28
2020.2/4	서대문구	북아현동	한국인	17,019	743	740	518	618	1,116	1,340	1,389	1,604	1,376	1,389	1,457	1,361	1,059	723	534	508	307	137	58	14	28
2020.2/4	서대문구	북아현동	외국인	370	11	16	5	8	50	41	39	29	27	33	32	38	20	12	7	1	-	-	1	-	-
2020.2/4	서대문구	신촌동	계	23,270	508	328	387	738	5,166	5,178	2,371	1,342	1,044	1,098	1,117	957	827	598	563	459	347	133	66	19	24
2020.2/4	서대문구	신촌동	한국인	19,016	497	317	380	583	3,151	3,910	1,973	1,221	970	1,034	1,079	921	801	581	555	458	344	132	66	19	24
2020.2/4	서대문구	신촌동	외국인	4,254	11	11	7	155	2,015	1,268	398	121	74	64	38	36	26	17	8	1	3	1	-	-	-
2020.2/4	서대문구	연희동	계	40,725	788	1,095	1,296	1,579	3,819	5,097	3,346	2,991	2,685	3,130	2,957	2,818	2,597	1,840	1,574	1,482	940	459	163	38	31
2020.2/4	서대문구	연희동	한국인	37,764	751	1,025	1,198	1,455	3,271	4,546	3,049	2,776	2,495	2,940	2,815	2,671	2,454	1,766	1,513	1,447	911	452	162	37	30
2020.2/4	서대문구	연희동	외국인	2,961	37	70	98	124	548	551	297	215	190	190	142	147	143	74	61	35	29	7	1	1	1
2020.2/4	마포구	소계	계	384,957	12,357	13,861	13,946	15,579	28,605	37,666	33,579	33,990	30,065	33,086	29,016	26,378	23,135	16,266	13,342	11,308	7,341	3,487	1,249	373	328
2020.2/4	마포구	소계	한국인	374,390	12,205	13,675	13,793	15,321	26,122	35,551	32,295	33,064	29,388	32,544	28,472	25,841	22,785	16,075	13,256	11,266	7,320	3,477	1,243	371	326
2020.2/4	마포구	소계	외국인	10,567	152	186	153	258	2,483	2,115	1,284	926	677	542	544	537	350	191	86	42	21	10	6	2	2
2020.2/4	마포구	용강동	계	22,295	934	1,419	1,196	804	994	1,371	1,697	2,236	2,254	2,226	1,559	1,454	1,264	874	693	602	395	232	58	23	10
2020.2/4	마포구	용강동	한국인	21,817	925	1,403	1,186	798	972	1,325	1,617	2,165	2,209	2,180	1,516	1,413	1,245	864	685	598	394	231	58	23	10
2020.2/4	마포구	용강동	외국인	478	9	16	10	6	22	46	80	71	45	46	43	41	19	10	8	4	1	1	-	-	-
2020.2/4	마포구	대흥동	계	15,753	356	330	388	584	2,221	2,144	1,326	1,190	994	1,176	1,118	993	863	607	455	470	296	135	54	29	24
2020.2/4	마포구	대흥동	한국인	14,109	343	320	383	546	1,530	1,719	1,180	1,112	944	1,143	1,067	944	827	598	451	467	295	134	54	29	23
2020.2/4	마포구	대흥동	외국인	1,644	13	10	5	38	691	425	146	78	50	33	51	49	36	9	4	3	1	1	-	-	1
2020.2/4	마포구	염리동	계	13,111	411	552	580	577	1,019	1,282	1,023	1,117	1,039	1,193	1,013	833	705	488	446	401	259	116	34	11	12
2020.2/4	마포구	염리동	한국인	12,233	405	539	570	568	812	977	874	1,079	1,007	1,175	985	798	690	480	444	398	259	116	34	11	12
2020.2/4	마포구	염리동	외국인	878	6	13	10	9	207	305	149	38	32	18	28	35	15	8	2	3	-	-	-	-	-
2020.2/4	마포구	신수동	계	23,796	884	850	897	1,082	1,859	1,912	1,883	2,059	1,811	2,205	1,900	1,688	1,469	961	857	694	457	203	83	25	17
2020.2/4	마포구	신수동	한국인	23,332	878	847	890	1,071	1,729	1,823	1,816	2,018	1,783	2,185	1,878	1,669	1,454	959	854	694	456	203	83	25	17
2020.2/4	마포구	신수동	외국인	464	6	3	7	11	130	89	67	41	28	20	22	19	15	2	3	-	1	-	-	-	-
2020.2/4	마포구	서교동	계	26,273	433	469	530	838	2,857	3,946	3,067	2,404	1,908	1,936	1,695	1,463	1,329	948	858	706	487	246	107	19	27
2020.2/4	마포구	서교동	한국인	24,647	419	456	516	777	2,254	3,547	2,893	2,291	1,854	1,880	1,653	1,429	1,301	934	856	703	487	244	107	19	27
2020.2/4	마포구	서교동	외국인	1,626	14	13	14	61	603	399	174	113	54	56	42	34	28	14	2	3	-	2	-	-	-
2020.2/4	마포구	합정동	계	18,850	791	442	449	567	1,359	2,368	2,111	1,807	1,431	1,302	1,189	1,243	1,130	807	672	560	367	157	68	12	18
2020.2/4	마포구	합정동	한국인	18,474	785	439	448	561	1,287	2,299	2,039	1,766	1,407	1,284	1,166	1,219	1,124	800	669	560	366	157	68	12	18
2020.2/4	마포구	합정동	외국인	376	6	3	1	6	72	69	72	41	24	18	23	24	6	7	3	-	1	-	-	-	-
2020.2/4	마포구	망원1동	계	21,449	554	604	621	744	1,419	2,190	2,043	2,076	1,610	1,748	1,580	1,498	1,376	1,055	887	731	428	193	69	17	6
2020.2/4	마포구	망원1동	한국인	21,094	547	599	617	743	1,386	2,140	1,985	2,021	1,581	1,729	1,554	1,460	1,359	1,045	885	730	428	193	69	17	6
2020.2/4	마포구	망원1동	외국인	355	7	5	4	1	33	50	58	55	29	19	26	38	17	10	2	1	-	-	-	-	-
2020.2/4	마포구	망원2동	계	19,316	545	718	753	910	1,221	1,665	1,462	1,596	1,582	1,791	1,522	1,315	1,237	933	799	656	370	153	57	15	16
2020.2/4	마포구	망원2동	한국인	19,113	543	714	749	908	1,210	1,631	1,441	1,576	1,563	1,772	1,502	1,288	1,224	930	798	654	370	153	56	15	16
2020.2/4	마포구	망원2동	외국인	203	2	4	4	2	11	34	21	20	19	19	20	27	13	3	1	2	-	-	1	-	-
2020.2/4	마포구	연남동	계	16,824	361	342	360	523	1,335	2,233	1,813	1,564	1,279	1,259	1,145	1,014	1,082	736	619	533	329	191	60	28	18
2020.2/4	마포구	연남동	한국인	15,769	347	327	343	493	1,149	2,043	1,697	1,496	1,198	1,192	1,095	958	1,018	683	600	519	323	188	56	26	18
2020.2/4	마포구	연남동	외국인	1,055	14	15	17	30	186	190	116	68	81	67	50	56	64	53	19	14	6	3	4	2	-
2020.2/4	마포구	성산1동	계	19,983	433	622	699	818	1,383	1,915	1,745	1,840	1,641	1,869	1,544	1,338	1,216	961	716	642	384	142	44	16	15
2020.2/4	마포구	성산1동	한국인	19,618	431	614	697	812	1,332	1,854	1,702	1,789	1,609	1,843	1,518	1,314	1,203	953	711	639	380	142	44	16	15
2020.2/4	마포구	성산1동	외국인	365	2	8	2	6	51	61	43	51	32	26	26	24	13	8	5	3	4	-	-	-	-
2020.2/4	마포구	성산2동	계	41,273	1,204	1,515	1,663	1,936	2,945	4,000	3,634	3,350	3,165	3,656	3,138	2,663	2,366	1,819	1,570	1,335	754	367	138	41	14
2020.2/4	마포구	성산2동	한국인	40,967	1,200	1,510	1,660	1,932	2,891	3,931	3,580	3,329	3,140	3,645	3,120	2,648	2,358	1,810	1,568	1,333	752	367	138	41	14
2020.2/4	마포구	성산2동	외국인	306	4	5	3	4	54	69	54	21	25	11	18	15	8	9	2	2	2	-	-	-	-
2020.2/4	마포구	상암동	계	32,407	1,034	1,771	2,338	2,006	2,054	2,321	1,819	2,424	2,926	3,549	2,623	1,908	1,751	1,219	986	773	505	281	82	20	17
2020.2/4	마포구	상암동	한국인	31,826	1,010	1,723	2,290	1,986	2,037	2,286	1,771	2,334	2,846	3,486	2,575	1,886	1,727	1,210	981	773	505	281	82	20	17
2020.2/4	마포구	상암동	외국인	581	24	48	48	20	17	35	48	90	80	63	48	22	24	9	5	-	-	-	-	-	-
2020.2/4	마포구	도화동	계	22,332	769	791	789	891	1,316	1,800	1,874	1,875	1,559	1,811	1,763	1,826	1,586	1,093	849	732	540	294	113	34	27
2020.2/4	마포구	도화동	한국인	22,069	764	787	787	887	1,306	1,760	1,848	1,852	1,527	1,781	1,741	1,801	1,568	1,082	842	729	540	293	113	34	27
2020.2/4	마포구	도화동	외국인	581	24	48	48	20	17	35	48	90	80	63	48	22	24	9	5	-	-	-	-	-	-
2020.2/4	마포구	서강동	계	25,863	916	1,052	826	1,009	2,513	2,696	2,099	2,282	2,019	2,159	1,932	1,779	1,437	945	772	655	440	220	74	22	16
2020.2/4	마포구	서강동	한국인	25,070	910	1,047	821	964	2,179	2,514	2,031	2,238	1,993	2,132	1,916	1,766	1,423	943	768	654	440	220	74	22	15
2020.2/4	마포구	서강동	외국인	793	6	5	5	45	334	182	68	44	26	27	16	13	14	2	4	1	-	-	-	-	1
2020.2/4	마포구	공덕동	계	40,052	1,228	1,172	1,025	1,497	2,781	3,992	3,568	3,260	2,692	3,278	3,406	3,434	2,729	1,801	1,502	1,230	906	341	132	38	40
