SC_NO,행정동코드,행정동,SCHUL_NM,ADRES,TELNO,OLD_ZIP,latitude,longitude,geometry
3306,1135069500,상계6.7동,아라유치원,서울특별시 노원구 상계7동 751-4,02-930-8886,139-207,37.65214100091326,127.06546899999691,POINT (127.0654689999969 37.65214100091326)
4267,1147055000,목5동,아란유치원,서울특별시 양천구 목5동 903,02-2646-5674,158-055,37.534155000907894,126.8729990000044,POINT (126.8729990000044 37.53415500090789)
4266,1168054500,압구정동,아란유치원,서울특별시 강남구 압구정1동 230-5,02-3442-0071,135-110,37.529925000915064,127.02979499999556,POINT (127.0297949999956 37.52992500091506)
4268,1150064100,방화제3동,아람유치원,서울특별시 강서구 방화3동 817,02-2664-8888,157-223,37.57952900091167,126.8121430000042,POINT (126.8121430000042 37.57952900091167)
4511,1165065100,양재1동,서울우암초등학교병설유치원,서울특별시 서초구 바우뫼로27길 (양재동) 38,02-539-3256,137-889,37.47218300091249,127.0239509999967,POINT (127.0239509999967 37.47218300091249)
3169,1162057500,행운동,서울원당초등학교병설유치원,서울특별시 관악구 봉천로 505,02-879-2481,151-834,37.48117200091452,126.95606200000552,POINT (126.9560620000055 37.48117200091452)
3859,1165056000,반포1동,서울원명초등학교병설유치원,서울특별시 서초구 고무래로 90-6,02-593-4492,137-882,37.50066800091003,127.0166470000028,POINT (127.0166470000028 37.50066800091003)
4518,1150054000,화곡제1동,서울월정초등학교 병설유치원,서울특별시 강서구 월정로 (화곡동) 176,02-2694-5013,157-883,37.53470800091054,126.83611699999564,POINT (126.8361169999956 37.53470800091054)
2833,1147055000,목5동,서울월촌초등학교병설유치원,서울특별시 양천구 목동중앙로 132,02-2649-2754,158-751,37.54037000091135,126.87645899999683,POINT (126.8764589999968 37.54037000091135)
4567,1171064700,위례동,서울위례별유치원,서울특별시 송파구 장지동 887 (위례순환로 364),02-402-3931,138-926,37.47888100090834,127.1465949999967,POINT (127.1465949999967 37.47888100090834)
2714,1174069000,둔촌제1동,서울위례초등학교병설유치원,서울특별시 강동구 명일로 23,02-484-9082,134-819,37.52232300091466,127.13936899999534,POINT (127.1393689999953 37.52232300091466)
4203,1144073000,성산제2동,서울유치원,서울특별시 마포구 성산동 450번지,02-306-1896,121-250,37.56895100091298,126.90239299999551,POINT (126.9023929999955 37.56895100091298)
4202,1162056500,성현동,서울유치원,서울특별시 관악구 봉천2동 1703,02-878-3773,151-052,37.489666000907846,126.95571800000232,POINT (126.9557180000023 37.48966600090785)
4201,1123075000,이문제2동,서울유치원,서울특별시 동대문구 이문동 쌍용A 단지내 177번지,02-959-9411,130-080,37.60015800090887,127.0684750000051,POINT (127.0684750000051 37.60015800090887)
2970,1156054000,여의동,서울윤중초등학교병설유치원,서울특별시 영등포구 여의나루로2길 14,02-6274-0618,150-887,37.5196980009083,126.92268600000428,POINT (126.9226860000043 37.5196980009083)
4546,1168070000,세곡동,서울은곡유치원,서울특별시 강남구 헌릉로 (세곡동) 569길 41,02-3411-3350,135-190,37.46682500091359,127.09692400000405,POINT (127.0969240000041 37.46682500091359)
3170,1159060500,흑석동,서울은로초등학교병설유치원,서울특별시 동작구 서달로 115,02-826-5787,156-071,37.50322100091373,126.96019999999525,POINT (126.9601999999953 37.50322100091373)
4450,1138058000,응암제1동,서울은명초등학교병설유치원,서울특별시 은평구 은평로 4길 21-9,02-359-9510,122-010,37.59765100091401,126.91825600000425,POINT (126.9182560000042 37.59765100091401)
4532,1138069000,진관동,서울은빛유치원,서울특별시 은평구 진관3로 (진관동) 73-11(진관동41),02-353-2230,122-200,37.642649000908875,126.92128600000503,POINT (126.921286000005 37.64264900090888)
3171,1162060500,은천동,서울은천초등학교병설유치원,서울특별시 관악구 은천로 69,02-883-6421,151-828,37.48682000090986,126.94278799999947,POINT (126.9427879999995 37.48682000090986)
3439,1138051000,녹번동,서울은평초등학교병설유치원,서울특별시 은평구 은평로 239,02-384-0407,122-827,37.60202200091603,126.93418300000063,POINT (126.9341830000006 37.60202200091603)
3078,1123075000,이문제2동,서울이문초등학교병설유치원,서울특별시 동대문구 신이문로 16,02-959-2023,130-083,37.60213300091344,127.06420299999625,POINT (127.0642029999963 37.60213300091344)
3899,1141064000,홍제제3동,서울인왕초등학교병설유치원,서울특별시 서대문구 세무서길 33-9,02-391-9520,120-090,37.59021700091281,126.94506299999503,POINT (126.945062999995 37.59021700091281)
3177,1162069500,신림동,신지유치원,서울특별시 관악구 신림5동 1433-55,02-885-9007,151-892,37.48470500091084,126.9280620000009,POINT (126.9280620000009 37.48470500091084)
3532,1121582000,자양제1동,서울자양초등학교병설유치원,서울특별시 광진구 아차산로44길 26,02-455-8051,143-852,37.53694600091389,127.07952500000411,POINT (127.0795250000041 37.53694600091389)
2715,1171067000,잠실2동,서울잠신초등학교병설유치원,서울특별시 송파구 잠실로 32,02-417-1413,138-222,37.51443600091219,127.08971000000565,POINT (127.0897100000057 37.51443600091219)
2716,1171067000,잠실2동,서울잠일초등학교병설유치원,서울특별시 송파구 백제고분로 19,02-416-1643,138-221,37.514876000911585,127.08147000000093,POINT (127.0814700000009 37.51487600091158)
3901,1147064000,신정3동,서울장수초등학교병설유치원,서울특별시 양천구 신정로13가길 30,02-2696-0944,158-070,37.512955000909294,126.8451189999974,POINT (126.8451189999974 37.51295500090929)
3948,1129078000,장위제3동,서울장월초등학교병설유치원,서울특별시 성북구 한천로101길 66,02-918-7822,136-140,37.621864000915956,127.04710000000313,POINT (127.0471000000031 37.62186400091596)
3689,1114062500,다산동,서울장충유치원,서울특별시 중구 청구로17길 40,02-2234-6047,100-452,37.55952500090968,127.01139199999791,POINT (127.0113919999979 37.55952500090968)
3079,1123066000,장안제2동,서울장평초등학교병설유치원,서울특별시 동대문구 답십리로69길 27,02-2213-3086,130-839,37.57386700091652,127.07325099999973,POINT (127.0732509999997 37.57386700091652)
3690,1111060000,가회동,서울재동초등학교병설유치원,서울특별시 종로구 북촌로4길 7,02-764-2830,110-260,37.57994000090992,126.98559200000436,POINT (126.9855920000044 37.57994000090992)
3080,1123057000,전농제2동,서울전동초등학교병설유치원,서울특별시 동대문구 전농로16길 61,02-2214-1528,130-023,37.579088000912805,127.0611860000009,POINT (127.0611860000009 37.5790880009128)
2834,1150064100,방화제3동,서울정곡초등학교병설유치원,서울특별시 강서구 방화대로50길 22,02-666-3130,157-223,37.576857000910536,126.81884199999637,POINT (126.8188419999964 37.57685700091054)
3612,1129057500,동선동,서울정덕초등학교병설유치원,서울특별시 성북구 아리랑로 63,02-924-0423,136-037,37.59798800091575,127.01331799999993,POINT (127.0133179999999 37.59798800091575)
3533,1121574000,중곡제1동,서울중곡유치원,서울특별시 광진구 중곡1동 230-37,02-467-7597,143-903,37.56372400091503,127.08055300000191,POINT (127.0805530000019 37.56372400091503)
3081,1126054000,면목제4동,서울중곡초등학교병설유치원,서울특별시 중랑구 면목로23길 20,02-2209-1281,131-830,37.57458000090781,127.08382799999838,POINT (127.0838279999984 37.57458000090781)
4580,1121576000,중곡제3동,서울중광초등학교병설유치원,서울특별시 광진구 중곡동 220-22,02-469-3340,143-220,37.56511800091051,127.082460999995,POINT (127.082460999995 37.56511800091051)
4564,1126052000,면목제2동,서울중랑초등학교병설유치원,서울특별시 중랑구 봉우재로6길 (면목동) 26,02-439-3567,131-820,37.58941100091229,127.07572000000494,POINT (127.0757200000049 37.58941100091229)
4533,1138069000,진관동,서울진관유치원,서울특별시 은평구 진관2로 (진관동) 111-16(진관동209-24),02-352-9042,122-200,37.634736000910735,126.93093999999557,POINT (126.9309399999956 37.63473600091073)
3301,1132051500,창제5동,서울창동초등학교병설유치원,서울특별시 도봉구 해등로16길 81,02-907-8102,132-045,37.65519200091282,127.0447360000053,POINT (127.0447360000053 37.65519200091282)
3440,1144060000,대흥동,서울창천초등학교병설유치원,서울특별시 마포구 백범로1길 56,02-703-2014,121-809,37.554970000912704,126.939223000002,POINT (126.939223000002 37.5549700009127)
4483,1153078000,오류제2동,서울천왕초등학교병설유치원,서울특별시 서울특별시 구로구 천왕동 172-2,070-4394-2104,152-130,37.4814630009089,126.83675100000191,POINT (126.8367510000019 37.4814630009089)
4547,1165066000,내곡동,서울청계숲유치원,서울특별시 서초구 청계산로 (신원동) 11길 14,02-575-7563,137-160,37.44779500090829,127.05773199999727,POINT (127.0577319999973 37.44779500090829)
3613,1129064000,정릉제3동,서울청덕초등학교병설유치원,서울특별시 성북구 정릉로9라길 11,02-919-8685,136-854,37.61199800091073,127.00034600000517,POINT (127.0003460000052 37.61199800091073)
3172,1162059500,청룡동,서울청룡초등학교병설유치원,서울특별시 관악구 관악로 5길 61,02-871-2421,151-054,37.475704000906894,126.95119700000402,POINT (126.951197000004 37.47570400090689)
4504,1117055500,청파동,서울청파초등학교병설유치원,서울특별시 용산구 효창원로 (청파동2가) 228,02-701-3242,140-132,37.54759500090958,126.96409899999897,POINT (126.964098999999 37.54759500090958)
3691,1114058000,장충동,서울충무초등학교병설유치원,서울특별시 중구 퇴계로50길 13,02-2265-4840,100-392,37.561964000909434,127.00141099999513,POINT (127.0014109999951 37.56196400090943)
4544,1150060400,가양제2동,서울탑산초등학교병설유치원,서울특별시 강서구 허준로 (가양동) 109,02-2659-5105,157-807,37.5667440009103,126.85222399999526,POINT (126.8522239999953 37.5667440009103)
3757,1135060000,공릉2동,서울태랑초등학교병설유치원,서울특별시 노원구 화랑로51나길 31,02-977-7385,139-242,37.626191000915334,127.09069399999562,POINT (127.0906939999956 37.62619100091533)
4506,1171062000,가락본동,서울평화초등학교병설유치원,서울특별시 송파구 송파대로26길 (가락동) 22,02-443-5698,138-806,37.49149300091588,127.1227940000005,POINT (127.1227940000005 37.49149300091588)
4524,1153078000,오류제2동,서울하늘숲유치원,서울특별시 구로구 천왕동 9-51,02-2625-8203,152-130,37.48503900091261,126.8430950000001,POINT (126.8430950000001 37.48503900091261)
4480,1144074000,상암동,서울하늘초등학교병설유치원,서울특별시 마포구 월드컵북로 (상암동) 502-14(상암동594),02-305-7230,121-270,37.585607000915246,126.88088499999579,POINT (126.8808849999958 37.58560700091525)
3692,1117068500,한남동,서울한남초등학교병설유치원,서울특별시 용산구 한남대로 112,02-749-2393,140-894,37.53927200090967,127.00522100000033,POINT (127.0052210000003 37.53927200090967)
4542,1144061000,염리동,서울한서초등학교병설유치원,서울특별시 마포구 염리동 24-140,02-717-0954,121-871,37.55345800090785,126.94951999999743,POINT (126.9495199999974 37.55345800090785)
3835,1111065000,혜화동,서울혜화초등학교병설유치원,서울특별시 종로구 혜화로 32,02-763-0124,110-530,37.58886600090849,127.00004400000051,POINT (127.0000440000005 37.58886600090849)
3441,1141066000,홍은제1동,서울홍제초등학교병설유치원,서울특별시 서대문구 홍은중앙로 13,02-3216-0384,120-101,37.59301500090871,126.94456000000162,POINT (126.9445600000016 37.59301500090871)
3881,1123054500,제기동,서울홍파초등학교병설유치원,서울특별시 동대문구 고산자로 518,02-000-0000,130-061,37.58615700091189,127.03941499999777,POINT (127.0394149999978 37.58615700091189)
3883,1150059000,화곡본동,서울화일초등학교병설유치원,서울특별시 강서구 까치산로10길 70,02-2602-2139,157-871,37.540828000913876,126.84732599999619,POINT (126.8473259999962 37.54082800091388)
3724,1123073000,휘경제2동,서울휘경유치원,서울특별시 동대문구 망우로6길 48,02-2242-0356,130-092,37.5858470009141,127.0579530000025,POINT (127.0579530000025 37.5858470009141)
3904,1123073000,휘경제2동,서울휘봉초등학교병설유치원,서울특별시 동대문구 장안벚꽃로 309,02-2248-4653,130-090,37.58601500091578,127.07011199999793,POINT (127.0701119999979 37.58601500091578)
3442,1144073000,성산제2동,서일유치원,서울특별시 마포구 성산2동 200-71번지,02-308-2112,121-252,37.56739100091375,126.90815500000527,POINT (126.9081550000053 37.56739100091375)
4282,1114060500,을지로동,영락유치원,서울특별시 중구 저동2가 69,02-2266-5878,100-032,37.56414900090934,126.98919099999458,POINT (126.9891909999946 37.56414900090934)
3308,1135069500,상계6.7동,영산유치원,서울특별시 노원구 상계7동 720-3,02-951-1900,139-207,37.6529010009083,127.0634989999968,POINT (127.0634989999968 37.6529010009083)
3930,1165057000,반포2동,영생유치원,서울특별시 서초구 반포2동 4-10,02-536-2329,137-800,37.505051000911486,126.99567699999659,POINT (126.9956769999966 37.50505100091149)
3777,1129060000,안암동,영암유치원,서울특별시 성북구 안암동3가 131-7,02-922-4773,136-073,37.58215100091336,127.02343399999761,POINT (127.0234339999976 37.58215100091336)
2604,1165062000,방배3동,영유유치원,서울특별시 서초구 방배3동 1020-11,02-586-7516,137-063,37.47875600090932,127.00072100000075,POINT (127.0007210000008 37.47875600090932)
4285,1135069500,상계6.7동,영은유치원,서울특별시 노원구 상계6동 740-1,02-932-1001,139-830,37.648141000911636,127.0575519999956,POINT (127.0575519999956 37.64814100091164)
4284,1126069000,신내2동,영은유치원,서울특별시 중랑구 신내2동 650번지 신내6단지 아파트내,02-3421-7557,131-130,37.61527200090842,127.09093999999703,POINT (127.090939999997 37.61527200090842)
4283,1156061000,양평제1동,영은유치원,서울특별시 영등포구 양평동3가 8,02-2676-0568,150-103,37.52524300090928,126.89000099999954,POINT (126.8900009999995 37.52524300090928)
4287,1129070500,종암동,영재유치원,서울특별시 성북구 종암1동 45-31,02-925-4114,136-861,37.597481000910726,127.03472800000038,POINT (127.0347280000004 37.59748100091073)
4286,1138064000,증산동,영재유치원,서울특별시 은평구 증산동 166-15번지,02-309-8952,122-100,37.58525200091473,126.90938900000221,POINT (126.9093890000022 37.58525200091473)
2981,1156053500,영등포동,영중유치원,서울특별시 영등포구 영등포동8가 84,02-2676-8276,150-038,37.53064600091577,126.90510500000458,POINT (126.9051050000046 37.53064600091577)
3085,1126057500,면목제3.8동,영진유치원,서울특별시 중랑구 면목3동 497-6번지,02-434-1148,131-203,37.582515000911364,127.0880669999987,POINT (127.0880669999987 37.58251500091136)
3179,1162077500,난곡동,애동유치원,서울특별시 관악구 신림3동 612-32,02-856-7555,151-013,37.47383200091114,126.92033700000486,POINT (126.9203370000049 37.47383200091114)
2843,1147059000,신월4동,양서유치원,서울특별시 양천구 신월4동 539-10,02-2603-3913,158-094,37.519429000907245,126.840992,POINT (126.840992 37.51942900090724)
4275,1120058000,응봉동,에덴유치원,서울특별시 성동구 행당2동 대림아파트 347,02-2292-2779,133-775,37.554321000908594,127.03581699999741,POINT (127.0358169999974 37.55432100090859)
4279,1156063000,신길제1동,연화유치원,서울특별시 영등포구 신길1동 136,02-813-6595,150-051,37.509141000909935,126.91715900000527,POINT (126.9171590000053 37.50914100090993)
4290,1121586000,구의제2동,영화유치원,서울특별시 광진구 구의2동 18,02-453-5149,143-202,37.55406200091633,127.09769399999493,POINT (127.0976939999949 37.55406200091633)
4289,1159066000,대방동,영화유치원,서울특별시 동작구 대방동 351-8,02-816-3217,156-020,37.510935000907615,126.92805999999925,POINT (126.9280599999992 37.51093500090762)
4291,1141062000,홍제제1동,예그린유치원,서울특별시 서대문구 홍제1동 361-40번지,02-394-2491,120-091,37.586070000908386,126.93580400000305,POINT (126.935804000003 37.58607000090839)
4292,1130554500,송중동,예린유치원,서울특별시 강북구 미아9동 3-8,02-980-9384,142-801,37.61784300090972,127.03355899999717,POINT (127.0335589999972 37.61784300090972)
4295,1159060500,흑석동,예림유치원,서울특별시 동작구 흑석2동 28-1,02-817-1455,156-072,37.506301000908906,126.97136599999573,POINT (126.9713659999957 37.50630100090891)
4294,1123060000,답십리제1동,예림유치원,서울특별시 동대문구 답십리1동 478-23번지,02-2246-4458,130-031,37.57217700091407,127.05227300000114,POINT (127.0522730000011 37.57217700091407)
4293,1154568000,시흥제2동,예림유치원,서울특별시 금천구 시흥2동 산92-2,02-805-4945,153-764,37.45118000090977,126.9184930000022,POINT (126.9184930000022 37.45118000090977)
2982,1153079000,수궁동,예쁨유치원,서울특별시 구로구 온수동 73-1,02-2615-3145,152-120,37.495146000913486,126.8173140000004,POINT (126.8173140000004 37.49514600091349)
3086,1126052000,면목제2동,예삐유치원,서울특별시 중랑구 면목2동 181-63번지,02-496-0015,131-202,37.5897840009115,127.07619100000396,POINT (127.076191000004 37.5897840009115)
4296,1135059500,공릉1동,예사랑유치원,서울특별시 노원구 공릉1동 567-6 2층,02-976-0420,139-241,37.62236300091295,127.07464399999525,POINT (127.0746439999952 37.62236300091295)
3789,1174058000,암사제2동,예슬유치원,서울특별시 강동구 암사2동 509,02-3013-7878,134-052,37.552317000912126,127.12566900000512,POINT (127.1256690000051 37.55231700091213)
3746,1174058000,암사제2동,예우유치원,서울특별시 강동구 암사2동 502-2,02-428-6561,134-052,37.551056000908986,127.12694000000508,POINT (127.1269400000051 37.55105600090899)
4298,1138063100,신사제1동,예원유치원,서울특별시 은평구 신사동 29-98,02-303-8200,122-080,37.59721500090888,126.91004100000555,POINT (126.9100410000055 37.59721500090888)
4297,1126069000,신내2동,예원유치원,서울특별시 중랑구 신내2동 783번지 성원아파트단지내,02-492-3355,131-130,37.60472200091658,127.09460199999933,POINT (127.0946019999993 37.60472200091658)
4299,1171059000,송파2동,예은유치원,서울특별시 송파구 송파2동 삼익아파트 166,02-424-6767,138-777,37.505156000907746,127.12197799999795,POINT (127.121977999998 37.50515600090775)
4302,1121575000,중곡제2동,예일유치원,서울특별시 광진구 중곡2동 141-12,02-452-5544,143-891,37.558209000910715,127.08277200000445,POINT (127.0827720000045 37.55820900091071)
4301,1138056000,구산동,예일유치원,서울특별시 은평구 구산동 8-3번지,02-380-0950,122-060,37.61078200091577,126.91465699999833,POINT (126.9146569999983 37.61078200091577)
4300,1123057000,전농제2동,예일유치원,서울특별시 동대문구 전농3동 6번지,02-2215-0084,130-848,37.577333000910805,127.06494400000075,POINT (127.0649440000008 37.57733300091081)
4306,1132066000,쌍문제1동,예지유치원,서울특별시 도봉구 쌍문동 490-8,02-993-1853,132-031,37.65567700091419,127.01602300000121,POINT (127.0160230000012 37.65567700091419)
4305,1126052000,면목제2동,예지유치원,서울특별시 중랑구 면목2동 133-19,02-496-0397,131-202,37.59127600090812,127.08268299999926,POINT (127.0826829999993 37.59127600090812)
4304,1150062000,공항동,예지유치원,서울특별시 강서구 공항동 653-1,02-2661-5969,157-240,37.55763600091332,126.81319200000382,POINT (126.8131920000038 37.55763600091332)
4307,1135059500,공릉1동,예진유치원,서울특별시 노원구 공릉3동 715,02-973-9898,139-805,37.62714500091572,127.06863700000149,POINT (127.0686370000015 37.62714500091572)
4308,1121582000,자양제1동,예화유치원,서울특별시 광진구 자양1동 223-4,02-452-7321,143-852,37.53740000090941,127.0787609999973,POINT (127.0787609999973 37.53740000090941)
3759,1130560800,번3동,오누이유치원,서울특별시 강북구 번3동 242 주공1단지내,02-985-0311,142-063,37.62457800091629,127.04732600000186,POINT (127.0473260000019 37.62457800091629)
4309,1171057000,오금동,오렌지유치원,서울특별시 송파구 오금동 138-6,02-402-5986,138-859,37.501235000912736,127.13899999999482,POINT (127.1389999999948 37.50123500091274)
3788,1174061000,천호제2동,오송유치원,서울특별시 강동구 천호4동 302-10,02-484-8536,134-867,37.545803000909444,127.13188999999544,POINT (127.1318899999954 37.54580300090944)
4229,1135061100,하계1동,성실유치원,서울특별시 노원구 하계2동 251,02-977-0246,139-232,37.63892000091138,127.07068800000062,POINT (127.0706880000006 37.63892000091138)
4228,1126065500,망우본동,성실유치원,서울특별시 중랑구 망우1동 182-63번지,02-494-2011,131-802,37.60224600090897,127.10784899999517,POINT (127.1078489999952 37.60224600090897)
4233,1120053500,왕십리도선동,성심유치원,서울특별시 성동구 홍익동 236,02-2293-0621,133-030,37.566078000915105,127.03346899999958,POINT (127.0334689999996 37.56607800091511)
4232,1117070000,보광동,성심유치원,서울특별시 용산구 보광동 253-43,02-794-3045,140-220,37.52863700091595,126.99958100000052,POINT (126.9995810000005 37.52863700091595)
4231,1156058500,도림동,성심유치원,서울특별시 영등포구 도림2동 246-11,02-843-2220,150-082,37.50742000091307,126.90053499999699,POINT (126.900534999997 37.50742000091307)
4234,1138059000,응암제2동,성아유치원,서울특별시 은평구 응암동 335-19,02-303-6004,122-010,37.589852000915535,126.91968200000042,POINT (126.9196820000004 37.58985200091553)
3443,1138062500,역촌동,성온유치원,서울특별시 은평구 역촌동 46-1번지,02-387-2140,122-070,37.60728100090896,126.91417500000031,POINT (126.9141750000003 37.60728100090896)
4236,1156054000,여의동,성요셉유치원,서울특별시 영등포구 여의도동 50,02-783-6921,150-010,37.52067500090967,126.93707200000449,POINT (126.9370720000045 37.52067500090967)
4235,1168056500,청담동,성요셉유치원,서울특별시 강남구 청담1동 117-2,02-543-8819,135-100,37.52677700091056,127.04821999999501,POINT (127.048219999995 37.52677700091056)
4237,1156058500,도림동,성지유치원,서울특별시 영등포구 영등포동 대우아파트 640번지,02-847-2127,150-797,37.510547000908765,126.90150700000105,POINT (126.901507000001 37.51054700090877)
3693,1117068500,한남동,성진유치원,서울특별시 용산구 한남1동 620-171,02-793-2771,140-211,37.5304180009161,127.00348299999554,POINT (127.0034829999955 37.5304180009161)
4238,1130562500,수유2동,성체유치원,서울특별시 강북구 수유2동 234,02-993-7411,142-877,37.64231400091332,127.02133299999463,POINT (127.0213329999946 37.64231400091332)
3304,1135069500,상계6.7동,성희유치원,서울특별시 노원구 상계6동 737-2,02-933-9102,139-206,37.651816000913456,127.05851499999513,POINT (127.0585149999951 37.65181600091346)
3694,1111055000,부암동,세검정유치원,서울특별시 종로구 홍지동 94-9,02-395-2544,110-020,37.60006300090793,126.95901200000435,POINT (126.9590120000043 37.60006300090793)
4240,1159055000,상도제3동,세나유치원,서울특별시 동작구 상도3동 324-43,02-816-7509,156-033,37.499024000911824,126.93016400000097,POINT (126.930164000001 37.49902400091182)
4239,1154567000,시흥제1동,세나유치원,서울특별시 금천구 시흥본동 870-27,02-807-5215,153-039,37.45722000091343,126.9002310000032,POINT (126.9002310000032 37.45722000091343)
3813,1120058000,응봉동,세성유치원,서울특별시 성동구 응봉동 대림1차아파트 100,02-2296-6107,133-771,37.55330600091621,127.03408699999999,POINT (127.034087 37.55330600091621)
4552,1147062000,신정1동,세신유치원,서울특별시 양천구 목동동로 (신정동) 1길 38,02-2642-4963,158-070,37.517682000910554,126.85684500000418,POINT (126.8568450000042 37.51768200091055)
3736,1129059000,돈암제2동,세아유치원,서울특별시 성북구 돈암1동 606,02-929-0580,136-061,37.59460200091113,127.01030600000178,POINT (127.0103060000018 37.59460200091113)
3766,1120054000,마장동,세인유치원,서울특별시 성동구 마장동 784,02-2295-3551,133-816,37.564974000909125,127.04509700000487,POINT (127.0450970000049 37.56497400090912)
4243,1111053000,사직동,세종유치원,서울특별시 종로구 필운동 278-4,02-733-1475,110-044,37.57541600091078,126.96992899999661,POINT (126.9699289999966 37.57541600091078)
4242,1141072000,북가좌제2동,세종유치원,서울특별시 서대문구 북가좌2동 삼호아파트 449번지,02-372-0404,120-766,37.576449000914025,126.91325300000324,POINT (126.9132530000032 37.57644900091402)
4241,1126060000,중화제1동,세종유치원,서울특별시 중랑구 중화동 283-14번지,02-433-0724,131-120,37.604828000916854,127.07915300000002,POINT (127.079153 37.60482800091685)
2836,1147060000,신월5동,세진유치원,서울특별시 양천구 신월5동 20-34,02-2608-0303,158-095,37.540910000909115,126.83274999999851,POINT (126.8327499999985 37.54091000090911)
3887,1123065000,장안제1동,세하유치원,서울특별시 동대문구 장안동 336,02-2213-1382,130-100,37.5694160009089,127.07442699999754,POINT (127.0744269999975 37.5694160009089)
4244,1147067000,신정6동,세화유치원,서울특별시 양천구 신정6동 331,02-2642-0784,158-076,37.51478300091262,126.8748400000024,POINT (126.8748400000024 37.51478300091262)
2972,1153055000,구로제4동,세희유치원,서울특별시 구로구 구로6동 1257-1,02-854-3309,152-056,37.49194500091187,126.89329900000118,POINT (126.8932990000012 37.49194500091187)
4246,1159060500,흑석동,소망유치원,서울특별시 동작구 흑석2동 10,02-823-8871,156-072,37.50779400091409,126.96690000000376,POINT (126.9669000000038 37.50779400091409)
4245,1168075000,수서동,소망유치원,서울특별시 강남구 수서동 723,02-2226-0264,135-781,37.487333000914305,127.105123999995,POINT (127.105123999995 37.4873330009143)
3173,1162056500,성현동,소슬유치원,서울특별시 관악구 봉천5동 480-36,02-888-3451,151-055,37.489752000910265,126.9482310000037,POINT (126.9482310000037 37.48975200091026)
4248,1123054500,제기동,소화유치원,서울특별시 동대문구 제기동 260번지,02-921-0136,130-060,37.583037000915745,127.03475600000456,POINT (127.0347560000046 37.58303700091574)
2837,1147061000,신월6동,솔밭유치원,서울특별시 양천구 신월6동 548-3,02-2693-0242,158-096,37.516880000915826,126.84012699999936,POINT (126.8401269999994 37.51688000091583)
4250,1130553400,삼양동,솔샘유치원,서울특별시 강북구 미아1동 1354,02-984-1616,142-822,37.620964000916366,127.01103199999903,POINT (127.011031999999 37.62096400091637)
4249,1132051500,창제5동,솔샘유치원,서울특별시 도봉구 창5동 305,02-997-5164,132-908,37.653545000909574,127.03944199999712,POINT (127.0394419999971 37.65354500090957)
2847,1147055000,목5동,솔샘유치원,서울특별시 양천구 목동서로 (목동) 130,02-2646-2343,158-050,37.531890000910806,126.87160800000528,POINT (126.8716080000053 37.53189000091081)
3767,1120053500,왕십리도선동,솔유치원,서울특별시 성동구 하왕십리동 258,02-2299-9111,133-020,37.568785000912555,127.03176999999792,POINT (127.0317699999979 37.56878500091256)
3739,1120053500,왕십리도선동,송곡유치원,서울특별시 성동구 홍익동 150,02-2295-2111,133-030,37.5650710009081,127.03477299999913,POINT (127.0347729999991 37.5650710009081)
3174,1159065100,사당제5동,송림유치원,서울특별시 동작구 사당5동 190-171,02-523-7718,156-095,37.48905800090883,126.96344899999683,POINT (126.9634489999968 37.48905800090883)
4251,1174066000,성내제3동,송원유치원,서울특별시 강동구 성내3동 420-3,02-476-8938,134-033,37.52920400090862,127.13163000000065,POINT (127.1316300000007 37.52920400090862)
